schemaOrg_11014,yelp_52672,FALSE
schemaOrg_10660,yelp_46577,FALSE
schemaOrg_11019,yelp_56779,FALSE
schemaOrg_1819,yelp_24601,TRUE
schemaOrg_3287,yelp_20021,TRUE
schemaOrg_185,yelp_1837,FALSE
schemaOrg_3369,yelp_50411,FALSE
schemaOrg_1847,yelp_47855,TRUE
schemaOrg_10919,yelp_11037,TRUE
schemaOrg_11014,yelp_55159,FALSE
schemaOrg_8468,yelp_35148,FALSE
schemaOrg_10660,yelp_37452,FALSE
schemaOrg_10968,yelp_36414,TRUE
schemaOrg_3622,yelp_17775,FALSE
schemaOrg_2908,yelp_30,FALSE
schemaOrg_3247,yelp_3777,TRUE
schemaOrg_44,yelp_39280,TRUE
schemaOrg_11014,yelp_28329,FALSE
schemaOrg_245,yelp_28899,TRUE
schemaOrg_10386,yelp_54785,FALSE
schemaOrg_10838,yelp_1000,FALSE
schemaOrg_1883,yelp_21514,FALSE
schemaOrg_10932,yelp_52672,FALSE
schemaOrg_3346,yelp_55768,FALSE
schemaOrg_8373,yelp_57151,FALSE
schemaOrg_10774,yelp_10393,FALSE
schemaOrg_10450,yelp_20780,FALSE
schemaOrg_1939,yelp_51740,FALSE
schemaOrg_10682,yelp_33182,FALSE
schemaOrg_10660,yelp_32952,TRUE
schemaOrg_10423,yelp_34052,FALSE
schemaOrg_245,yelp_48436,TRUE
schemaOrg_1895,yelp_43995,FALSE
schemaOrg_8392,yelp_28728,FALSE
schemaOrg_8381,yelp_29252,TRUE
schemaOrg_3343,yelp_40340,FALSE
schemaOrg_10793,yelp_38465,FALSE
schemaOrg_10616,yelp_15786,FALSE
schemaOrg_10529,yelp_43567,FALSE
schemaOrg_4202,yelp_22597,TRUE
schemaOrg_1908,yelp_20320,FALSE
schemaOrg_3379,yelp_55559,TRUE
schemaOrg_10760,yelp_52147,FALSE
schemaOrg_1895,yelp_33296,TRUE
schemaOrg_10760,yelp_2256,FALSE
schemaOrg_10563,yelp_38966,FALSE
schemaOrg_3622,yelp_1678,TRUE
schemaOrg_10757,yelp_33161,FALSE
schemaOrg_10485,yelp_27093,FALSE
schemaOrg_10968,yelp_51498,FALSE
schemaOrg_1873,yelp_20237,FALSE
schemaOrg_10828,yelp_53404,FALSE
schemaOrg_3127,yelp_53113,TRUE
schemaOrg_10440,yelp_50168,TRUE
schemaOrg_3247,yelp_3777,TRUE
schemaOrg_1785,yelp_1820,FALSE
schemaOrg_8543,yelp_17960,FALSE
schemaOrg_10596,yelp_48163,TRUE
schemaOrg_2927,yelp_49000,FALSE
schemaOrg_1906,yelp_13803,FALSE
schemaOrg_10919,yelp_29614,FALSE
schemaOrg_3225,yelp_24260,FALSE
schemaOrg_2960,yelp_34169,FALSE
schemaOrg_49,yelp_17376,TRUE
schemaOrg_1895,yelp_24992,FALSE
schemaOrg_8344,yelp_23921,FALSE
schemaOrg_1890,yelp_41559,FALSE
schemaOrg_10692,yelp_46919,FALSE
schemaOrg_10757,yelp_38825,FALSE
schemaOrg_120,yelp_44386,TRUE
schemaOrg_10682,yelp_55860,FALSE
schemaOrg_8360,yelp_19948,FALSE
schemaOrg_1906,yelp_48494,FALSE
schemaOrg_8543,yelp_8393,FALSE
schemaOrg_187,yelp_7805,TRUE
schemaOrg_10762,yelp_39019,FALSE
schemaOrg_10616,yelp_10735,TRUE
schemaOrg_3333,yelp_37082,TRUE
schemaOrg_10423,yelp_24750,FALSE
schemaOrg_8373,yelp_42969,FALSE
schemaOrg_3224,yelp_55888,FALSE
schemaOrg_8344,yelp_47457,TRUE
schemaOrg_3085,yelp_45475,TRUE
schemaOrg_10596,yelp_1104,FALSE
schemaOrg_3343,yelp_16573,TRUE
schemaOrg_93,yelp_37341,TRUE
schemaOrg_10728,yelp_26895,FALSE
schemaOrg_196,yelp_22838,TRUE
schemaOrg_10430,yelp_9256,FALSE
schemaOrg_10450,yelp_1264,FALSE
schemaOrg_10760,yelp_36941,TRUE
schemaOrg_112,yelp_21529,TRUE
schemaOrg_49,yelp_35247,FALSE
schemaOrg_10838,yelp_54461,TRUE
schemaOrg_10494,yelp_30768,FALSE
schemaOrg_3401,yelp_57024,TRUE
schemaOrg_10401,yelp_28424,TRUE
schemaOrg_8345,yelp_12408,TRUE
schemaOrg_10494,yelp_43662,FALSE
schemaOrg_3169,yelp_40209,TRUE
schemaOrg_10430,yelp_29659,FALSE
schemaOrg_1895,yelp_30292,FALSE
schemaOrg_8494,yelp_13044,FALSE
schemaOrg_10844,yelp_33332,FALSE
schemaOrg_3514,yelp_52727,TRUE
schemaOrg_10762,yelp_41525,FALSE
