"0","Capitol Seafood Chinese Restaurant","Pho Vietnam Restaurant","4215 Spring Mountain Rd","4215 Spring Mountain Rd","89102","89102","Las Vegas","Las Vegas","zomato_56","yelp_52532","0.7764705882352941"
"0","Pho Number One","Pho Number One","1955 West Baseline Rd Ste 114","1955 W Baseline Rd, Ste 114","85202","85202","Mesa","Mesa","zomato_13252","yelp_34031","0.9379310344827586"
"0","Martha's Kitchen","Martha's Kitchen","1155 S Higley Road","1155 S Higley Rd","85206","85206","Mesa","Mesa","zomato_13344","yelp_51482","0.9333333333333333"
"0","Sakura Chinese","Sakura","530 Euclid Ave","530 Euclid Ave","44115","44115","Cleveland","Cleveland","zomato_19505","yelp_31174","0.7714285714285715"
"0","Bikini Beans Espresso","Bikini Beans Espresso","2330 N 7th St","2330 N 7th St","85006","85006","Phoenix","Phoenix","zomato_3306","yelp_35296","1.0"
"0","Terrace Point Café","Terrace Pointe Cafe","3131 S Las Vegas Blvd","3131 Las Vegas Blvd S","89109","89109","Las Vegas","Las Vegas","zomato_923","yelp_54207","0.843609022556391"
"0","Omelet House","Omelet House","2160 W Charleston Boulevard","2160 W Charleston Blvd, Ste A","89102","89102","Las Vegas","Las Vegas","zomato_1671","yelp_50880","0.8071428571428572"
"0","Tavern on the Tracks","Tavern On The Tracks","1411 S Tryon Street","1411 S Tryon St","28203","28203","Charlotte","Charlotte","zomato_7826","yelp_13230","0.8736842105263158"
"0","Sam's Shawarma & Donair","Sam's Shawarma & Donair","1910 Kipling Avenue","1910 Kipling Avenue","M9W 4J1","M9W","Toronto","Toronto","zomato_5717","yelp_2991","1.0"
"0","Rosso Coffee Roasters","Rosso Coffee Roasters","425 11 Ave SE","425 11 Avenue SE","T2G0Y4","T2G 0Y4","Calgary","Calgary","zomato_10037","yelp_20369","0.8875"
"0","Chipotle Mexican Grill","Chipotle Mexican Grill","2849 N Power Rd","2849 N Power Rd","85215","85215","Mesa","Mesa","zomato_13328","yelp_8615","1.0"
"0","Akaihana Sushi & Grill","Akaihana Sushi & Grill","8041 N Black Canyon Hwy","8041 N Black Canyon Hwy, Ste 112","85021","85021","Phoenix","Phoenix","zomato_2447","yelp_51658","0.8451612903225807"
"0","Ghazale","Ghazale","78 Wellesley Street East","78 Wellesley Street","M4Y 1H2","M4Y 1H2","Toronto","Toronto","zomato_5713","yelp_11159","0.875"
"0","Panafest","Panafest","2708 Jane Street","2708 Jane Street, Unit 5",,"M3L 2E8","Toronto","Toronto","zomato_4563","yelp_19209","0.817391304347826"
"0","Souper Market","Souper Market","14809 Detroit Ave","16804 Lorain Ave","44107","44111","Cleveland","Cleveland","zomato_19276","yelp_5438","0.7529411764705882"
"0","Tea Fusion Cafe","Tea Fusion Cafe","440 E Mc Cullough Dr unit #116","440 E McCollough Dr",,"28262","Charlotte","Charlotte","zomato_8178","yelp_29733","0.7724137931034483"
"0","Tacos El Gordo","Mariscos El Dorado","1724 E Charleston Blvd","2021 E Charleston Blvd","89104","89104","Las Vegas","Las Vegas","zomato_1120","yelp_50312","0.7848484848484849"
"0","Rosso Coffee Roasters","Rosso Coffee Roasters","803 24th Avenue SE","425 11 Avenue SE","T2G 4G5","T2G 0Y4","Calgary","Calgary","zomato_10018","yelp_20369","0.7666666666666667"
"0","Famous Dave's","Famous Dave's","1011 N Dobson Rd","1011 N Dobson Rd","85201","85201","Mesa","Mesa","zomato_13770","yelp_17285","1.0"
"0","Chipotle Mexican Grill","Chipotle Mexican Grill","4984 S Power Rd","2849 N Power Rd","85212","85215","Mesa","Mesa","zomato_13349","yelp_8615","0.8400000000000001"
"0","Boulders on Southern","Boulders on Southern","1010 W Southern Ave","1010 W Southern Ave","85210","85210","Mesa","Mesa","zomato_13898","yelp_45135","1.0"
"0","Tea Light Café","Tea Light Cafe","7000 E Mayo Blvd","7000 E Mayo Blvd, Ste 1084","85054","85054","Phoenix","Phoenix","zomato_2438","yelp_810","0.7554285714285714"
"0","Daltons Steak & Seafood","Daltons Steak & Seafood","3515 26 St NE","3515 26 St NE","T1Y5E1","T1Y 7E3","Calgary","Calgary","zomato_10249","yelp_31059","1.0"
"0","Jackson's Burger","Jacksons Burger","38 Elm St","38 Elm Street","M5G 2K5","M5G 2K5","Toronto","Toronto","zomato_6816","yelp_49211","0.7903846153846154"
"0","Tortas Paquime","Tortas Paquime","4344 W Indian School Rd","4344 W Indian School Rd","85031","85031","Phoenix","Phoenix","zomato_3106","yelp_52430","1.0"
"0","Subway","Subway","1229 E Mckellips Rd # 104","4425 E McKellips Rd","85203","85215","Mesa","Mesa","zomato_14123","yelp_24545","0.817391304347826"
"0","Tian Fu Chinese Restaurant","Tian Fu Chinese Restaurant","4771 Steeles Avenue East","4771 Steeles Avenue E","M1V","M1V","Toronto","Toronto","zomato_6731","yelp_38698","0.925"
"0","Sorrel","Sorrel","1158 Yonge Street","1158 Yonge Street","M4W 2L9","M4W 2L9","Toronto","Toronto","zomato_6193","yelp_3327","1.0"
"0","Sea Fish n'Chips","Sea Fish n Chips","45 High Street SE","45 High St","T2Z","T2Z","Calgary","Calgary","zomato_10191","yelp_29790","0.7529411764705882"
"0","Miracle Mile Delicatessen","Miracle Mile Delicatessen","4433 N 16th St","4433 N 16th St","85016","85016","Phoenix","Phoenix","zomato_3384","yelp_52637","1.0"
"0","Crepe Expectations","Crêpe Expectations","9500 S. Eastern Avenue","9500 S Eastern Ave, Ste 180","89123","89123","Las Vegas","Las Vegas","zomato_525","yelp_43316","0.8162393162393162"
"0","Filiberto's Mexican Food","Riliberto's Fresh Mexican Food","2064 W Southern Ave","2033 E Southern Ave","85202","85204","Mesa","Mesa","zomato_13549","yelp_23891","0.8119298245614034"
"0","Culver's","Culver's","1825 W Deer Valley Rd","1825 W Deer Valley Dr","85027","85027","Phoenix","Phoenix","zomato_3528","yelp_52889","0.9428571428571428"
"0","Baker Wee","Baker Wee","4253 W Thunderbird Rd","4263 W Thunderbird Rd","85053","85053","Phoenix","Phoenix","zomato_2576","yelp_23927","0.9714285714285714"
"0","Jack in The Box","Jack in the Box","2846 E Main St","5961 E Main St","85213","85205","Mesa","Mesa","zomato_14133","yelp_41869","0.8285714285714285"
"0","Van Son Vietnamese Cuisine","Van Son Vietnamese Cuisine","308 16 Ave NW","308 16 Avenue NW","T1X 0R9","T2M 0H6","Calgary","Calgary","zomato_8873","yelp_42025","0.8875"
"0","Jack in The Box","Jack in the Box","1945 W Main St","5961 E Main St","85201","85205","Mesa","Mesa","zomato_14128","yelp_41869","0.8285714285714285"
"0","Butter Avenue","Butter Avenue Yonge & Lawrence","3467 Yonge Street","3467 Yonge Street","M4N 2N3","M4N 2N3","Toronto","Toronto","zomato_4646","yelp_1876","0.7857142857142857"
"0","Capitol Seafood Chinese Restaurant","Carl's Jr Restaurants","4215 Spring Mountain Rd","4815 Spring Mountain Rd","89102","89102","Las Vegas","Las Vegas","zomato_56","yelp_35151","0.7621483375959079"
"0","EATT Gourmet Bistro","Eatt Gourmet Bistro","7865 W Sahara Avenue","7865 W Sahara Ave, Ste 104 & 105","89117","89117","Las Vegas","Las Vegas","zomato_1634","yelp_16260","0.7724137931034483"
"0","The Palm Las Vegas","The Palm Las Vegas","3500 Las Vegas Boulevard South","3500 Las Vegas Blvd S","89109","89109","Las Vegas","Las Vegas","zomato_1844","yelp_44273","0.8200000000000001"
"0","Hawthorn Grill","Hawthorn Grill","221 N Rampart Blvd","221 N Rampart Blvd","89145","89145","Las Vegas","Las Vegas","zomato_1849","yelp_50934","1.0"
"0","The Tavern By Trevor","The Tavern by Trevor","147 Spadina Avenue","147 Spadina Avenue","M5V 2K8","M5V 2L7","Toronto","Toronto","zomato_3973","yelp_46473","1.0"
"0","King's Tacos","King's Tacos","1190 St. Clair Avenue West","1216 Saint Clair Avenue W","M6E 1B4","M6E","Toronto","Toronto","zomato_5442","yelp_37512","0.784"
"0","Game Seven Grill","Game Seven Grill","201 S 4th St","201 S 4th St","85034","85034","Phoenix","Phoenix","zomato_3618","yelp_18128","1.0"
"0","Casablanca Cafe","Casablanca Cafe","1393 Danforth Avenue","1393 Danforth Ave","M4J 1N2","M4J 1M9","Toronto","Toronto","zomato_4292","yelp_1570","0.91"
"0","Smashburger","Smashburger","9109 W Sahara Ave","9101 W Sahara Ave","89117","89117","Las Vegas","Las Vegas","zomato_1019","yelp_7393","0.9647058823529412"
"0","Rainbow Donuts","Rainbow Donuts","8714 N 7th St","8714 N 7th St","85020","85020","Phoenix","Phoenix","zomato_2791","yelp_45289","1.0"
"0","Greenhouse Juice Co.","Greenhouse Juice","5 Macpherson Avenue","5 Macpherson Avenue","M5R 1W7","M5R 1W7","Toronto","Toronto","zomato_4126","yelp_1236","0.9368421052631579"
"0","Schmaltz Appetizing","Schmaltz Appetizing","414 Dupont Street","414 Dupont Street","M5R 1V9","M5R 1V9","Toronto","Toronto","zomato_4552","yelp_1671","1.0"
"0","The Grille","The Capital Grille","6302 E Camelback Rd","2502 E Camelback Rd","85251","85016","Phoenix","Phoenix","zomato_2336","yelp_34356","0.7590643274853801"
"0","Times Square Diner","Times Square Diner","531 Wilson Heights Boulevard","531 Wilson Heights Boulevard","M3H 2V7","M3H 2M3","Toronto","Toronto","zomato_6704","yelp_49035","1.0"
"0","Jack in the Box","Jack-In-the Box Drive Thru","132 W McDowell Rd","1302 E Mcdowell Rd","85003","85006","Phoenix","Phoenix","zomato_2925","yelp_34925","0.764102564102564"
"0","Blue Nile","Blue Nile Restaurant","1260 Danforth Avenue","1260 Danforth Avenue","M4J 1M6","M4J 1M6","Toronto","Toronto","zomato_4618","yelp_19373","0.78"
"0","Best of Europe Meats & Deli","Best of Europe Meats & Deli","3202 E Greenway Rd","3202 E Greenway Rd, Ste 1611","85032","85032","Phoenix","Phoenix","zomato_3340","yelp_52465","0.8"
"0","Subway","Subway","1901 W Main St","161 W Main St","85201","85201","Mesa","Mesa","zomato_14096","yelp_41686","0.9142857142857144"
"0","Fired Pie","Fired Pie","3110 North Central Avenue","3110 N Central Ave","85012","85012","Phoenix","Phoenix","zomato_2305","yelp_51670","0.8320000000000001"
"0","Dandelion Market","Dandelion Market","118 W 5th Street","118 W 5th St","28202","28202","Charlotte","Charlotte","zomato_7737","yelp_39846","0.85"
"0","KFC","KFC","1950 W Baseline Rd","10720 E Baseline Rd","85202","85209","Mesa","Mesa","zomato_14144","yelp_52380","0.8736842105263158"
"0","Angry Crab Shack","Angry Crab Shack","2808 E Indian School Rd","2808 E Indian School Rd","85016","85016","Phoenix","Phoenix","zomato_2774","yelp_45275","1.0"
"0","KFC","KFC","10720 E Baseline Road","10720 E Baseline Rd","85209","85209","Mesa","Mesa","zomato_14122","yelp_52380","0.9428571428571428"
"0","Violette's Vegan Organic Eatery & Juice Bar","Violette's Vegan Organic Cafe & Juice Bar","8560 W Desert Inn Rd","8560 W Desert Inn Rd, Ste D5","89117","89117","Las Vegas","Las Vegas","zomato_151","yelp_32461","0.8054200542005421"
"0","Cho Dang Soon Tofu","Cho Dang Soon Tofu","5130 Dundas Street West","5130 Dundas Street W","M9A1C2","M9A 1B9","Toronto","Toronto","zomato_5072","yelp_43798","0.9217391304347826"
"0","Saffron Jak","Saffron JAK","814 E Unionhills Drive","814 E Union Hills Dr, Ste C-6","85024","85024","Phoenix","Phoenix","zomato_3186","yelp_9524","0.8285714285714285"
